 veh,       n,       p,   ASM
  50, 1403.00,  81.970, 0.000
  50, 1440.00,  85.230, 0.000
  50, 1477.00,  88.580, 0.000
  50, 1514.00,  91.930, 0.000
  50, 1551.00,  95.280, 0.000
  50, 1588.00,  98.630, 0.000
  50, 1625.00, 101.990, 0.000
  50, 1662.00, 105.340, 0.000
  50, 1699.00, 108.690, 0.000
  50, 1736.00, 112.040, 0.000
  50, 1773.00, 115.400, 0.000
  50, 1810.00, 118.750, 0.000
  50, 1847.00, 121.550, 0.000
  50, 1884.00, 124.360, 0.000
  50, 1921.00, 127.160, 0.000
  50, 1958.00, 129.960, 0.000
  50, 1995.00, 132.770, 0.000
  50, 2032.00, 135.570, 0.000
  50, 2069.00, 138.380, 0.000
  50, 2106.00, 141.180, 0.000
  50, 2143.00, 143.980, 0.000
  50, 2180.00, 146.790, 0.000
  50, 2217.00, 148.670, 0.000
  50, 2254.00, 150.550, 0.000
  50, 2291.00, 152.430, 0.000
  50, 2328.00, 154.310, 0.000
  50, 2365.00, 156.190, 0.000
  50, 2402.00, 158.070, 0.000
  50, 2439.00, 159.950, 0.000
  50, 2476.00, 161.830, 0.000
  50, 2513.00, 163.710, 0.000
  50, 2550.00, 165.590, 0.000
  50, 2587.00, 166.710, 0.000
  50, 2624.00, 167.830, 0.000
  50, 2661.00, 168.940, 0.000
  50, 2698.00, 170.060, 0.000
  50, 2735.00, 171.170, 0.000
  50, 2772.00, 172.290, 0.000
  50, 2809.00, 173.410, 0.000
  50, 2846.00, 174.520, 0.000
  50, 2883.00, 175.640, 0.000
  50, 2920.00, 176.750, 0.000
  50, 2957.00, 177.720, 0.000
  50, 2994.00, 178.690, 0.000
  50, 3031.00, 179.660, 0.000
  50, 3068.00, 180.630, 0.000
  50, 3105.00, 181.600, 0.000
  50, 3142.00, 182.570, 0.000
  50, 3179.00, 183.540, 0.000
  50, 3216.00, 184.510, 0.000
  50, 3253.00, 185.480, 0.000
  50, 3290.00, 186.450, 0.000
  50, 3327.00, 187.100, 0.000
  50, 3364.00, 187.750, 0.000
  50, 3401.00, 188.400, 0.000
  50, 3438.00, 189.050, 0.000
  50, 3475.00, 189.700, 0.000
  50, 3512.00, 190.340, 0.000
  50, 3549.00, 190.990, 0.000
  50, 3586.00, 191.640, 0.000
  50, 3623.00, 192.290, 0.000
  50, 3660.00, 192.940, 0.000
  50, 3697.00, 193.290, 0.000
  50, 3734.00, 193.640, 0.000
  50, 3771.00, 194.000, 0.000
  50, 3808.00, 194.350, 0.000
  50, 3845.00, 194.700, 0.000
  50, 3882.00, 195.050, 0.000
  50, 3919.00, 195.410, 0.000
  50, 3956.00, 195.760, 0.000
  50, 3993.00, 196.110, 0.000
  50, 4030.00, 196.460, 0.000
  50, 4067.00, 196.820, 0.000
  50, 4104.00, 197.170, 0.000
  50, 4141.00, 197.520, 0.000
  50, 4178.00, 197.880, 0.000
  50, 4215.00, 198.230, 0.000
  50, 4252.00, 198.590, 0.000
  50, 4289.00, 198.940, 0.000
  50, 4326.00, 199.290, 0.000
  50, 4363.00, 199.650, 0.000
  50, 4400.00, 200.000, 0.000
  50, 4437.00, 197.740, 0.000
  50, 4474.00, 195.480, 0.000
  50, 4511.00, 193.230, 0.000
  50, 4548.00, 190.970, 0.000
  50, 4585.00, 188.710, 0.000
  50, 4622.00, 186.450, 0.000
  50, 4659.00, 184.200, 0.000
  50, 4696.00, 181.940, 0.000
  50, 4733.00, 179.680, 0.000
  50, 4770.00, 177.420, 0.000
  50, 4807.00, 176.680, 0.000
  50, 4844.00, 175.940, 0.000
  50, 4881.00, 175.200, 0.000
  50, 4918.00, 174.450, 0.000
  50, 4955.00, 173.710, 0.000
  50, 4992.00, 172.970, 0.000
  50, 5029.00, 172.230, 0.000
  50, 5066.00, 171.480, 0.000
  50, 5103.00, 170.740, 0.000
  50, 5140.00, 170.000, 0.000
  50, 5280.00, 165.000, 0.000
  50, 5300.00, 163.000, 0.000
  51, 1200.00,  12.160, 0.100
  51, 1300.00,  14.200, 0.100
  51, 1400.00,  16.230, 0.100
  51, 1500.00,  18.300, 0.100
  51, 1600.00,  20.400, 0.100
  51, 1700.00,  22.490, 0.100
  51, 1800.00,  24.450, 0.100
  51, 1900.00,  26.200, 0.050
  51, 2000.00,  27.960, 0.000
  51, 2100.00,  29.600, 0.000
  51, 2200.00,  30.770, 0.000
  51, 2300.00,  31.940, 0.000
  51, 2400.00,  33.120, 0.000
  51, 2500.00,  33.820, 0.000
  51, 2600.00,  34.520, 0.000
  51, 2700.00,  35.210, 0.000
  51, 2800.00,  35.840, 0.000
  51, 2900.00,  36.440, 0.000
  51, 3000.00,  37.050, 0.000
  51, 3100.00,  37.530, 0.000
  51, 3200.00,  37.940, 0.000
  51, 3300.00,  38.340, 0.000
  51, 3400.00,  38.680, 0.000
  51, 3500.00,  38.900, 0.000
  51, 3600.00,  39.120, 0.000
  51, 3700.00,  39.340, 0.000
  51, 3800.00,  39.560, 0.000
  51, 3900.00,  39.780, 0.000
  51, 4000.00,  40.000, 0.000
  51, 4100.00,  38.590, 0.000
  51, 4200.00,  37.180, 0.000
  51, 4300.00,  35.760, 0.000
  51, 4400.00,  34.360, 0.000
  51, 4500.00,  32.940, 0.000
  51, 4600.00,  31.530, 0.000
  51, 4700.00,  30.120, 0.000
  51, 4800.00,  28.710, 0.000
  52, 1140.00,  34.507, 0.000
  52, 1190.00,  39.052, 0.000
  52, 1240.00,  43.597, 0.000
  52, 1290.00,  47.543, 0.000
  52, 1340.00,  51.339, 0.000
  52, 1390.00,  54.774, 0.000
  52, 1440.00,  57.365, 0.000
  52, 1490.00,  59.957, 0.000
  52, 1540.00,  62.088, 0.000
  52, 1590.00,  64.104, 0.000
  52, 1640.00,  66.120, 0.000
  52, 1690.00,  68.136, 0.000
  52, 1740.00,  70.152, 0.000
  52, 1790.00,  71.766, 0.000
  52, 1840.00,  73.279, 0.000
  52, 1890.00,  74.792, 0.000
  52, 1940.00,  76.305, 0.000
  52, 1990.00,  77.818, 0.000
  52, 2040.00,  78.138, 0.000
  52, 2090.00,  78.159, 0.000
  52, 2140.00,  78.180, 0.000
  52, 2190.00,  78.201, 0.000
  52, 2240.00,  78.222, 0.000
  52, 2290.00,  78.276, 0.000
  52, 2340.00,  78.339, 0.000
  52, 2390.00,  78.402, 0.000
  52, 2440.00,  78.464, 0.000
  52, 2490.00,  78.527, 0.000
  52, 2540.00,  78.552, 0.000
  52, 2590.00,  78.568, 0.000
  52, 2640.00,  78.584, 0.000
  52, 2690.00,  78.600, 0.000
  52, 2740.00,  78.615, 0.000
  52, 2790.00,  78.656, 0.000
  52, 2840.00,  78.703, 0.000
  52, 2890.00,  78.750, 0.000
  52, 2940.00,  78.797, 0.000
  52, 2990.00,  78.845, 0.000
  52, 3040.00,  78.871, 0.000
  52, 3090.00,  78.892, 0.000
  52, 3140.00,  78.913, 0.000
  52, 3190.00,  78.934, 0.000
  52, 3240.00,  78.954, 0.000
  52, 3290.00,  78.992, 0.000
  52, 3340.00,  79.034, 0.000
  52, 3390.00,  79.076, 0.000
  52, 3440.00,  79.118, 0.000
  52, 3490.00,  79.160, 0.000
  52, 3540.00,  78.565, 0.000
  52, 3590.00,  77.811, 0.000
  52, 3640.00,  77.057, 0.000
  52, 3690.00,  76.303, 0.000
  52, 3740.00,  75.549, 0.000
  52, 3790.00,  73.924, 0.000
  52, 3840.00,  72.081, 0.000
  52, 3890.00,  70.238, 0.000
  52, 3940.00,  68.395, 0.000
  52, 3990.00,  66.552, 0.000
  52, 4040.00,  64.780, 0.000
  52, 4090.00,  63.026, 0.000
  52, 4140.00,  61.272, 0.000
  52, 4190.00,  59.517, 0.000
  52, 4240.00,  57.763, 0.000
  52, 4290.00,  56.294, 0.000
  52, 4340.00,  54.896, 0.000
  52, 4390.00,  53.498, 0.000
  52, 4440.00,  52.100, 0.000
  52, 4490.00,  50.702, 0.000
  53,  990.00,  21.122, 0.000
  53, 1040.00,  25.418, 0.000
  53, 1090.00,  29.962, 0.000
  53, 1140.00,  34.507, 0.000
  53, 1190.00,  39.052, 0.000
  53, 1240.00,  43.597, 0.000
  53, 1290.00,  47.543, 0.000
  53, 1340.00,  51.339, 0.000
  53, 1390.00,  54.774, 0.000
  53, 1440.00,  57.365, 0.000
  53, 1490.00,  59.957, 0.000
  53, 1540.00,  62.088, 0.000
  53, 1590.00,  64.104, 0.000
  53, 1640.00,  66.120, 0.000
  53, 1690.00,  68.136, 0.000
  53, 1740.00,  70.152, 0.000
  53, 1790.00,  71.766, 0.000
  53, 1840.00,  73.279, 0.000
  53, 1890.00,  74.792, 0.000
  53, 1940.00,  76.305, 0.000
  53, 1990.00,  77.818, 0.000
  53, 2040.00,  79.160, 0.000
  53, 2090.00,  78.159, 0.000
  53, 2140.00,  78.180, 0.000
  53, 2190.00,  78.201, 0.000
  53, 2240.00,  78.222, 0.000
  53, 2290.00,  78.276, 0.000
  53, 2340.00,  78.339, 0.000
  53, 2390.00,  78.402, 0.000
  53, 2440.00,  78.464, 0.000
  53, 2490.00,  78.527, 0.000
  53, 2540.00,  78.552, 0.000
  53, 2590.00,  78.568, 0.000
  53, 2640.00,  78.584, 0.000
  53, 2690.00,  78.600, 0.000
  53, 2740.00,  78.615, 0.000
  53, 2790.00,  78.656, 0.000
  53, 2840.00,  78.703, 0.000
  53, 2890.00,  78.750, 0.000
  53, 2940.00,  78.797, 0.000
  53, 2990.00,  78.845, 0.000
  53, 3040.00,  78.871, 0.000
  53, 3090.00,  78.892, 0.000
  53, 3140.00,  78.913, 0.000
  53, 3190.00,  78.934, 0.000
  53, 3240.00,  78.954, 0.000
  53, 3290.00,  78.992, 0.000
  53, 3340.00,  78.992, 0.000
  53, 3390.00,  78.992, 0.000
  53, 3440.00,  78.992, 0.000
  53, 3490.00,  78.992, 0.000
  53, 3540.00,  78.565, 0.000
  53, 3590.00,  77.811, 0.000
  53, 3640.00,  77.057, 0.000
  53, 3690.00,  76.303, 0.000
  53, 3740.00,  75.549, 0.000
  53, 3790.00,  73.924, 0.000
  53, 3840.00,  72.081, 0.000
  53, 3890.00,  70.238, 0.000
  53, 3940.00,  68.395, 0.000
  53, 3990.00,  66.552, 0.000
  53, 4040.00,  64.780, 0.000
  53, 4090.00,  63.026, 0.000
  53, 4140.00,  61.272, 0.000
  53, 4190.00,  59.517, 0.000
  53, 4240.00,  57.763, 0.000
  53, 4290.00,  56.294, 0.000
  53, 4340.00,  54.896, 0.000
  53, 4390.00,  53.498, 0.000
  53, 4440.00,  52.100, 0.000
  53, 4490.00,  50.702, 0.000
  54, 1000.00,  12.690, 0.000
  54, 1250.00,  22.690, 0.000
  54, 1500.00,  43.600, 0.000
  54, 1750.00,  58.360, 0.000
  54, 2000.00,  67.040, 0.000
  54, 2250.00,  75.680, 0.000
  54, 2500.00,  82.020, 0.000
  54, 2750.00,  87.860, 0.000
  54, 3000.00,  90.800, 0.000
  54, 3250.00,  92.620, 0.000
  54, 3500.00,  94.580, 0.000
  54, 3750.00,  95.660, 0.000
  54, 4000.00,  96.180, 0.000
  54, 4250.00,  93.820, 0.000
  54, 4500.00,  90.010, 0.000
  54, 4750.00,  84.660, 0.000
  54, 5000.00,  82.900, 0.000
  55,  992.00,  11.900, 0.000
  55, 1248.00,  21.500, 0.000
  55, 1472.00,  30.900, 0.000
  55, 1728.00,  39.800, 0.000
  55, 1984.00,  45.700, 0.000
  55, 2240.00,  51.600, 0.000
  55, 2496.00,  57.500, 0.000
  55, 2720.00,  60.500, 0.000
  55, 2976.00,  63.000, 0.000
  55, 3232.00,  65.000, 0.000
  55, 3488.00,  65.800, 0.000
  55, 3744.00,  66.100, 0.000
  55, 4000.00,  66.660, 0.000
  55, 4224.00,  65.810, 0.000
  55, 4480.00,  63.670, 0.000
  55, 4736.00,  60.700, 0.000
  55, 4992.00,  57.450, 0.000
  56, 1000.00,  26.200, 0.000
  56, 1250.00,  41.900, 0.000
  56, 1500.00,  53.400, 0.000
  56, 1750.00,  62.300, 0.000
  56, 2000.00,  71.200, 0.000
  56, 2250.00,  80.100, 0.000
  56, 2500.00,  89.000, 0.000
  56, 2750.00,  95.000, 0.000
  56, 3000.00,  97.400, 0.000
  56, 3250.00,  98.400, 0.000
  56, 3500.00,  99.700, 0.000
  56, 3750.00,  94.200, 0.000
  56, 4000.00,  75.400, 0.000
  56, 4250.00,  40.050, 0.000
  57, 1200.00,  12.160, 0.000
  57, 1300.00,  14.200, 0.000
  57, 1400.00,  16.230, 0.000
  57, 1500.00,  18.300, 0.000
  57, 1600.00,  20.400, 0.000
  57, 1700.00,  22.490, 0.000
  57, 1800.00,  24.450, 0.000
  57, 1900.00,  26.200, 0.000
  57, 2000.00,  27.960, 0.000
  57, 2100.00,  29.600, 0.000
  57, 2200.00,  30.770, 0.000
  57, 2300.00,  31.940, 0.000
  57, 2400.00,  33.120, 0.000
  57, 2500.00,  33.820, 0.000
  57, 2600.00,  34.520, 0.000
  57, 2700.00,  35.210, 0.000
  57, 2800.00,  35.840, 0.000
  57, 2900.00,  36.440, 0.000
  57, 3000.00,  37.050, 0.000
  57, 3100.00,  37.530, 0.000
  57, 3200.00,  37.940, 0.000
  57, 3300.00,  38.340, 0.000
  57, 3400.00,  38.680, 0.000
  57, 3500.00,  38.900, 0.000
  57, 3600.00,  39.120, 0.000
  57, 3700.00,  39.340, 0.000
  57, 3800.00,  39.560, 0.000
  57, 3900.00,  39.780, 0.000
  57, 4000.00,  40.000, 0.000
  57, 4100.00,  38.590, 0.000
  57, 4200.00,  37.180, 0.000
  57, 4300.00,  35.760, 0.000
  57, 4400.00,  34.360, 0.000
  57, 4500.00,  32.940, 0.000
  57, 4600.00,  31.530, 0.000
  57, 4700.00,  30.120, 0.000
  57, 4800.00,  28.710, 0.000
  58,  800.00,  16.000, 0.000
  58, 1000.00,  22.000, 0.000
  58, 1250.00,  38.500, 0.000
  58, 1500.00,  55.000, 0.000
  58, 1750.00,  64.100, 0.000
  58, 2000.00,  73.300, 0.000
  58, 2250.00,  82.500, 0.000
  58, 2500.00,  91.600, 0.000
  58, 2750.00,  99.900, 0.000
  58, 3000.00, 103.700, 0.000
  58, 3250.00, 106.900, 0.000
  58, 3500.00, 107.000, 0.000
  58, 3600.00, 106.700, 0.000
  58, 3750.00, 104.500, 0.000
  58, 4000.00,  88.000, 0.000
  58, 4250.00,  17.400, 0.000
  59,  800.00,  16.000, 0.000
  59, 1000.00,  22.000, 0.000
  59, 1250.00,  38.500, 0.000
  59, 1500.00,  55.000, 0.000
  59, 1750.00,  64.100, 0.000
  59, 2000.00,  73.300, 0.000
  59, 2250.00,  82.500, 0.000
  59, 2500.00,  91.600, 0.000
  59, 2750.00,  99.900, 0.000
  59, 3000.00, 103.700, 0.000
  59, 3250.00, 106.900, 0.000
  59, 3500.00, 107.000, 0.000
  59, 3600.00, 106.700, 0.000
  59, 3750.00, 104.500, 0.000
  59, 4000.00,  88.000, 0.000
  59, 4250.00,  17.400, 0.000
  60, 1000.00,  17.300, 0.000
  60, 1250.00,  34.700, 0.000
  60, 1500.00,  53.400, 0.000
  60, 1750.00,  64.100, 0.000
  60, 2000.00,  73.700, 0.000
  60, 2250.00,  83.300, 0.000
  60, 2500.00,  92.900, 0.000
  60, 2750.00, 102.700, 0.000
  60, 3000.00, 112.500, 0.000
  60, 3250.00, 121.300, 0.000
  60, 3500.00, 130.100, 0.000
  60, 3750.00, 129.600, 0.000
  60, 4000.00, 125.700, 0.000
  60, 4250.00, 111.300, 0.000
  61, 1000.00,  14.700, 0.000
  61, 1250.00,  24.900, 0.000
  61, 1500.00,  33.000, 0.000
  61, 1750.00,  40.400, 0.000
  61, 2000.00,  46.000, 0.000
  61, 2250.00,  51.900, 0.000
  61, 2500.00,  57.600, 0.000
  61, 2750.00,  60.600, 0.000
  61, 3000.00,  62.900, 0.000
  61, 3250.00,  64.600, 0.000
  61, 3500.00,  65.400, 0.000
  61, 3750.00,  65.700, 0.000
  61, 4000.00,  65.969, 0.000
  61, 4250.00,  65.051, 0.000
  61, 4500.00,  62.743, 0.000
  61, 4750.00,  59.494, 0.000
  61, 4800.00,  59.494, 0.000
  62, 1250.00,  18.000, 0.000
  62, 1500.00,  29.000, 0.000
  62, 1750.00,  37.000, 0.000
  62, 2000.00,  43.000, 0.000
  62, 2250.00,  48.000, 0.000
  62, 2500.00,  54.000, 0.000
  62, 2750.00,  59.000, 0.000
  62, 3000.00,  64.000, 0.000
  62, 3250.00,  69.000, 0.000
  62, 3500.00,  73.000, 0.000
  62, 3750.00,  77.000, 0.000
  62, 4000.00,  81.000, 0.000
  62, 4250.00,  84.000, 0.000
  62, 4500.00,  87.000, 0.000
  62, 4750.00,  89.000, 0.000
  62, 5000.00,  91.000, 0.000
  62, 5250.00,  92.000, 0.000
  62, 5500.00,  92.000, 0.000
  62, 5750.00,  92.000, 0.000
  62, 6000.00,  92.000, 0.000
  62, 6250.00,  77.000, 0.000
  62, 6300.00,  74.000, 0.000
  63, 1000.00,  16.000, 0.000
  63, 1250.00,  35.000, 0.000
  63, 1500.00,  50.000, 0.000
  63, 1750.00,  59.000, 0.000
  63, 2000.00,  67.000, 0.000
  63, 2250.00,  75.000, 0.000
  63, 2500.00,  84.000, 0.000
  63, 2750.00,  87.000, 0.000
  63, 3000.00,  90.000, 0.000
  63, 3250.00,  91.000, 0.000
  63, 3500.00,  92.000, 0.000
  63, 3750.00,  90.000, 0.000
  63, 4000.00,  86.000, 0.000
  63, 4250.00,  78.000, 0.000
  63, 4500.00,  24.000, 0.000
  64, 1200.00,  24.000, 0.000
  64, 1500.00,  36.500, 0.000
  64, 1650.00,  43.500, 0.000
  64, 1750.00,  47.700, 0.000
  64, 1800.00,  49.300, 0.000
  64, 1850.00,  50.900, 0.000
  64, 1950.00,  53.500, 0.000
  64, 2000.00,  54.600, 0.000
  64, 2500.00,  67.800, 0.000
  64, 3000.00,  75.200, 0.000
  64, 3500.00,  77.200, 0.000
  64, 3900.00,  79.800, 0.000
  64, 4000.00,  80.100, 0.000
  64, 4100.00,  78.100, 0.000
  64, 4275.00,  75.300, 0.000
  64, 4375.00,  74.300, 0.000
  64, 4475.00,  73.200, 0.000
  65, 1200.00,  24.000, 0.000
  65, 1500.00,  36.500, 0.000
  65, 1650.00,  43.500, 0.000
  65, 1750.00,  47.700, 0.000
  65, 1800.00,  49.300, 0.000
  65, 1850.00,  50.900, 0.000
  65, 1950.00,  53.500, 0.000
  65, 2000.00,  54.600, 0.000
  65, 2500.00,  67.800, 0.000
  65, 3000.00,  75.200, 0.000
  65, 3500.00,  77.200, 0.000
  65, 3900.00,  79.800, 0.000
  65, 4000.00,  80.100, 0.000
  65, 4100.00,  78.100, 0.000
  65, 4275.00,  75.300, 0.000
  65, 4375.00,  74.300, 0.000
  65, 4475.00,  73.200, 0.000
  66,  800.00,   6.300, 0.000
  66,  900.00,  10.110, 0.000
  66, 1000.00,  13.920, 0.000
  66, 1100.00,  17.726, 0.000
  66, 1200.00,  21.526, 0.000
  66, 1300.00,  25.327, 0.000
  66, 1400.00,  29.193, 0.000
  66, 1500.00,  33.104, 0.000
  66, 1600.00,  37.029, 0.000
  66, 1700.00,  40.349, 0.000
  66, 1800.00,  43.621, 0.000
  66, 1900.00,  46.690, 0.000
  66, 2000.00,  48.871, 0.000
  66, 2100.00,  51.064, 0.000
  66, 2200.00,  52.812, 0.000
  66, 2300.00,  54.115, 0.000
  66, 2400.00,  55.419, 0.000
  66, 2500.00,  56.583, 0.000
  66, 2600.00,  57.714, 0.000
  66, 2700.00,  58.817, 0.000
  66, 2800.00,  59.565, 0.000
  66, 2900.00,  60.322, 0.000
  66, 3000.00,  60.938, 0.000
  66, 3100.00,  61.351, 0.000
  66, 3200.00,  61.762, 0.000
  66, 3300.00,  62.175, 0.000
  66, 3400.00,  62.587, 0.000
  66, 3500.00,  63.000, 0.000
  66, 3600.00,  60.366, 0.000
  66, 3700.00,  57.732, 0.000
  66, 3800.00,  55.098, 0.000
  66, 3900.00,  52.464, 0.000
  66, 4000.00,  49.830, 0.000
  66, 4100.00,  47.195, 0.000
  66, 4200.00,  44.561, 0.000
  67,  800.00,  37.700, 0.000
  67,  900.00,  45.240, 0.000
  67, 1000.00,  52.781, 0.000
  67, 1100.00,  60.321, 0.000
  67, 1200.00,  67.862, 0.000
  67, 1300.00,  75.402, 0.000
  67, 1400.00,  82.943, 0.000
  67, 1500.00,  90.485, 0.000
  67, 1600.00,  98.053, 0.000
  67, 1700.00, 105.069, 0.000
  67, 1800.00, 111.963, 0.000
  67, 1900.00, 118.862, 0.000
  67, 2000.00, 124.225, 0.000
  67, 2100.00, 129.600, 0.000
  67, 2200.00, 134.970, 0.000
  67, 2300.00, 140.338, 0.000
  67, 2400.00, 145.702, 0.000
  67, 2500.00, 151.495, 0.000
  67, 2600.00, 157.716, 0.000
  67, 2700.00, 163.933, 0.000
  67, 2800.00, 170.150, 0.000
  67, 2900.00, 176.367, 0.000
  67, 3000.00, 182.582, 0.000
  67, 3100.00, 189.130, 0.000
  67, 3200.00, 195.677, 0.000
  67, 3300.00, 202.224, 0.000
  67, 3400.00, 208.772, 0.000
  67, 3500.00, 215.322, 0.000
  67, 3600.00, 221.651, 0.000
  67, 3700.00, 227.759, 0.000
  67, 3800.00, 233.869, 0.000
  67, 3900.00, 239.980, 0.000
  67, 4400.00, 271.090, 0.000
  67, 4500.00, 277.386, 0.000
  67, 4600.00, 283.682, 0.000
  67, 4700.00, 290.067, 0.000
  67, 4800.00, 296.541, 0.000
  67, 4900.00, 303.014, 0.000
  67, 5000.00, 309.487, 0.000
  67, 5100.00, 315.958, 0.000
  67, 5200.00, 322.434, 0.000
  67, 5300.00, 328.379, 0.000
  67, 5400.00, 334.328, 0.000
  67, 5500.00, 340.276, 0.000
  67, 5600.00, 346.227, 0.000
  67, 5700.00, 352.186, 0.000
  67, 5800.00, 357.146, 0.000
  67, 5900.00, 361.109, 0.000
  67, 6000.00, 365.079, 0.000
  67, 6100.00, 369.052, 0.000
  67, 6200.00, 373.026, 0.000
  67, 6300.00, 377.000, 0.000
  67, 6400.00, 373.961, 0.000
  67, 6500.00, 370.922, 0.000
  67, 6600.00, 367.883, 0.000
  67, 6700.00, 364.844, 0.000
  67, 6800.00, 361.805, 0.000
  67, 6900.00, 358.765, 0.000
  67, 7000.00, 355.726, 0.000
  67, 7100.00, 352.687, 0.000
  67, 7200.00, 349.648, 0.000
  67, 7300.00, 346.609, 0.000
  67, 7400.00, 343.570, 0.000
  67, 7500.00, 340.531, 0.000
  67, 7560.00, 338.707, 0.000
  68,  850.00,  30.900, 0.000
  68,  900.00,  33.345, 0.000
  68, 1000.00,  38.236, 0.000
  68, 1100.00,  43.127, 0.000
  68, 1200.00,  48.018, 0.000
  68, 1300.00,  52.909, 0.000
  68, 1400.00,  57.800, 0.000
  68, 1500.00,  62.691, 0.000
  68, 1600.00,  67.582, 0.000
  68, 1700.00,  72.474, 0.000
  68, 1800.00,  77.358, 0.000
  68, 1900.00,  82.236, 0.000
  68, 2000.00,  86.687, 0.000
  68, 2100.00,  91.165, 0.000
  68, 2200.00,  95.684, 0.000
  68, 2300.00,  99.528, 0.000
  68, 2400.00, 102.999, 0.000
  68, 2500.00, 106.477, 0.000
  68, 2600.00, 109.960, 0.000
  68, 2700.00, 113.444, 0.000
  68, 2800.00, 116.926, 0.000
  68, 2900.00, 120.378, 0.000
  68, 3000.00, 124.244, 0.000
  68, 3100.00, 128.277, 0.000
  68, 3200.00, 132.312, 0.000
  68, 3300.00, 136.344, 0.000
  68, 3400.00, 140.376, 0.000
  68, 3500.00, 144.408, 0.000
  68, 3600.00, 148.427, 0.000
  68, 3700.00, 152.622, 0.000
  68, 3800.00, 156.868, 0.000
  68, 3900.00, 161.116, 0.000
  68, 4400.00, 182.135, 0.000
  68, 4500.00, 186.102, 0.000
  68, 4600.00, 190.064, 0.000
  68, 4700.00, 194.028, 0.000
  68, 4800.00, 197.991, 0.000
  68, 4900.00, 201.956, 0.000
  68, 5000.00, 205.912, 0.000
  68, 5100.00, 209.980, 0.000
  68, 5200.00, 214.062, 0.000
  68, 5300.00, 218.146, 0.000
  68, 5400.00, 222.230, 0.000
  68, 5500.00, 226.315, 0.000
  68, 5600.00, 230.400, 0.000
  68, 5700.00, 234.477, 0.000
  68, 5800.00, 238.666, 0.000
  68, 5900.00, 242.862, 0.000
  68, 6000.00, 247.061, 0.000
  68, 6100.00, 251.260, 0.000
  68, 6200.00, 255.459, 0.000
  68, 6300.00, 259.653, 0.000
  68, 6400.00, 263.869, 0.000
  68, 6500.00, 267.743, 0.000
  68, 6600.00, 271.606, 0.000
  68, 6700.00, 275.463, 0.000
  68, 6800.00, 279.321, 0.000
  68, 6900.00, 283.179, 0.000
  68, 7000.00, 287.017, 0.000
  68, 7100.00, 290.922, 0.000
  68, 7200.00, 293.515, 0.000
  68, 7300.00, 296.115, 0.000
  68, 7400.00, 298.690, 0.000
  68, 7500.00, 301.267, 0.000
  68, 7600.00, 303.845, 0.000
  68, 7700.00, 306.423, 0.000
  68, 7800.00, 309.000, 0.000
  68, 7900.00, 307.029, 0.000
  68, 8000.00, 305.058, 0.000
  68, 8100.00, 303.086, 0.000
  68, 8200.00, 301.115, 0.000
  68, 8300.00, 299.144, 0.000
  68, 8400.00, 297.173, 0.000
  68, 8500.00, 295.201, 0.000
  68, 8600.00, 293.230, 0.000
  68, 8700.00, 291.259, 0.000
  68, 8800.00, 289.288, 0.000
  68, 8900.00, 287.316, 0.000
  68, 9000.00, 285.345, 0.000
  68, 9100.00, 283.374, 0.000
  68, 9200.00, 281.403, 0.000
  68, 9300.00, 279.431, 0.000
  68, 9360.00, 278.249, 0.000
  69,  700.00,  23.500, 0.000
  69,  900.00,  31.976, 0.000
  69, 1000.00,  36.214, 0.000
  69, 1100.00,  40.452, 0.000
  69, 1200.00,  44.690, 0.000
  69, 1300.00,  48.928, 0.000
  69, 1400.00,  53.165, 0.000
  69, 1500.00,  57.403, 0.000
  69, 1600.00,  61.659, 0.000
  69, 1700.00,  65.564, 0.000
  69, 1800.00,  69.443, 0.000
  69, 1900.00,  73.361, 0.000
  69, 2000.00,  76.495, 0.000
  69, 2100.00,  79.524, 0.000
  69, 2200.00,  82.542, 0.000
  69, 2300.00,  85.559, 0.000
  69, 2400.00,  88.576, 0.000
  69, 2500.00,  91.571, 0.000
  69, 2600.00,  94.949, 0.000
  69, 2700.00,  98.438, 0.000
  69, 2800.00, 101.932, 0.000
  69, 2900.00, 105.426, 0.000
  69, 3000.00, 108.919, 0.000
  69, 3100.00, 112.407, 0.000
  69, 3200.00, 116.018, 0.000
  69, 3300.00, 119.698, 0.000
  69, 3400.00, 123.378, 0.000
  69, 3500.00, 127.058, 0.000
  69, 3600.00, 130.739, 0.000
  69, 3700.00, 134.422, 0.000
  69, 3800.00, 137.979, 0.000
  69, 3900.00, 141.410, 0.000
  69, 4400.00, 158.619, 0.000
  69, 4500.00, 162.161, 0.000
  69, 4600.00, 165.701, 0.000
  69, 4700.00, 169.239, 0.000
  69, 4800.00, 172.778, 0.000
  69, 4900.00, 176.318, 0.000
  69, 5000.00, 179.881, 0.000
  69, 5100.00, 183.523, 0.000
  69, 5200.00, 187.162, 0.000
  69, 5300.00, 190.800, 0.000
  69, 5400.00, 194.438, 0.000
  69, 5500.00, 198.072, 0.000
  69, 5600.00, 201.670, 0.000
  69, 5700.00, 204.998, 0.000
  69, 5800.00, 208.340, 0.000
  69, 5900.00, 211.683, 0.000
  69, 6000.00, 215.025, 0.000
  69, 6100.00, 218.353, 0.000
  69, 6200.00, 221.641, 0.000
  69, 6300.00, 223.827, 0.000
  69, 6400.00, 226.065, 0.000
  69, 6500.00, 228.300, 0.000
